Crop,Year,Season,State,Production,Annual_Rainfall,Yield
Urad,2007,Kharif     ,Uttar Pradesh,150004,672.9,0.515294118
Urad,2007,Summer     ,Uttar Pradesh,28758,672.9,0.57245614
Wheat,2007,Rabi       ,Uttar Pradesh,25679089,672.9,2.723571429
Arhar/Tur,2007,Kharif     ,Uttarakhand,2221,1924.3,0.801666667
Bajra,2007,Kharif     ,Uttarakhand,40,1924.3,0.95
Barley,2007,Rabi       ,Uttarakhand,25856,1924.3,1.125384615
Dry chillies,2007,Kharif     ,Uttarakhand,2000,1924.3,0.3025
Garlic,2007,Whole Year ,Uttarakhand,17100,1924.3,5.487916667
Gram,2007,Rabi       ,Uttarakhand,519,1924.3,0.519166667
Groundnut,2007,Kharif     ,Uttarakhand,1318,1924.3,0.792
Horse-gram,2007,Kharif     ,Uttarakhand,7005,1924.3,0.749090909
Maize,2007,Kharif     ,Uttarakhand,43659,1924.3,1.223846154
Maize,2007,Summer     ,Uttarakhand,133,1924.3,1.636666667
Masoor,2007,Rabi       ,Uttarakhand,4950,1924.3,0.500769231
Moong(Green Gram),2007,Kharif     ,Uttarakhand,3,1924.3,0.416666667
Moong(Green Gram),2007,Summer     ,Uttarakhand,6,1924.3,0.316666667
Moth,2007,Kharif     ,Uttarakhand,3,1924.3,0.38
Onion,2007,Whole Year ,Uttarakhand,10098,1924.3,5.836923077
Other  Rabi pulses,2007,Rabi       ,Uttarakhand,41,1924.3,0.425
Other Cereals,2007,Kharif     ,Uttarakhand,81412,1924.3,1.128181818
Other Cereals,2007,Rabi       ,Uttarakhand,623,1924.3,0.721666667
Other Kharif pulses,2007,Kharif     ,Uttarakhand,9140,1924.3,0.753636364
Peas & beans (Pulses),2007,Rabi       ,Uttarakhand,3518,1924.3,0.713076923
Potato,2007,Kharif     ,Uttarakhand,72247,1924.3,9.379090909
Potato,2007,Rabi       ,Uttarakhand,53843,1924.3,7.861538462
Ragi,2007,Kharif     ,Uttarakhand,172157,1924.3,1.544545455
Rapeseed &Mustard,2007,Rabi       ,Uttarakhand,7704,1924.3,0.548461538
Rice,2007,Kharif     ,Uttarakhand,523203,1924.3,1.709230769
Rice,2007,Summer     ,Uttarakhand,41864,1924.3,3.423333333
Sesamum,2007,Kharif     ,Uttarakhand,445,1924.3,0.243846154
Soyabean,2007,Kharif     ,Uttarakhand,13234,1924.3,1.133333333
Sugarcane,2007,Whole Year ,Uttarakhand,7594553,1924.3,62.12857143
Sunflower,2007,Kharif     ,Uttarakhand,43,1924.3,0.96
Tobacco,2007,Whole Year ,Uttarakhand,36,1924.3,3
Turmeric,2007,Whole Year ,Uttarakhand,403,1924.3,1.91
Urad,2007,Kharif     ,Uttarakhand,8776,1924.3,0.686923077
Urad,2007,Summer     ,Uttarakhand,134,1924.3,0.63
Wheat,2007,Rabi       ,Uttarakhand,798233,1924.3,1.673846154
other oilseeds,2007,Kharif     ,Uttarakhand,79,1924.3,0.574
other oilseeds,2007,Rabi       ,Uttarakhand,348,1924.3,0.3175
Arhar/Tur,2007,Rabi       ,Jharkhand,26212,1444.7,1.472272727
Gram,2007,Rabi       ,Jharkhand,11971,1444.7,0.88
Maize,2007,Autumn     ,Jharkhand,93851,1444.7,1.367272727
Masoor,2007,Rabi       ,Jharkhand,2924,1444.7,0.653076923
Onion,2007,Rabi       ,Jharkhand,18582,1444.7,6.168947368
Potato,2007,Rabi       ,Jharkhand,113147,1444.7,7.252272727
Potato,2007,Winter     ,Jharkhand,159162,1444.7,11.36809524
Ragi,2007,Autumn     ,Jharkhand,27952,1444.7,0.822222222
Rapeseed &Mustard,2007,Rabi       ,Jharkhand,6083,1444.7,0.843
Rice,2007,Autumn     ,Jharkhand,163692,1444.7,0.899047619
Rice,2007,Winter     ,Jharkhand,1306932,1444.7,1.306363636
Sugarcane,2007,Whole Year ,Jharkhand,40610,1444.7,42.17714286
Wheat,2007,Rabi       ,Jharkhand,68534,1444.7,1.432727273
Arhar/Tur,2008,Kharif     ,Bihar,33149,1197.7,1.255833333
Bajra,2008,Kharif     ,Bihar,3547,1197.7,1.12
Barley,2008,Rabi       ,Bihar,15898,1197.7,1.023333333
Castor seed,2008,Kharif     ,Bihar,177,1197.7,0.99
Dry chillies,2008,Whole Year ,Bihar,3238,1197.7,1.227666667
Garlic,2008,Whole Year ,Bihar,4014,1197.7,1.587142857
Ginger,2008,Kharif     ,Bihar,1270,1197.7,1.624615385
Gram,2008,Rabi       ,Bihar,56619,1197.7,0.962352941
Groundnut,2008,Kharif     ,Bihar,857,1197.7,0.495
Jowar,2008,Kharif     ,Bihar,2543,1197.7,1.063846154
Jute,2008,Kharif     ,Bihar,1054798,1197.7,8.455
Khesari,2008,Rabi       ,Bihar,79791,1197.7,0.844054054
Linseed,2008,Rabi       ,Bihar,21959,1197.7,0.844054054
Maize,2008,Autumn     ,Bihar,373167,1197.7,1.592631579
Maize,2008,Rabi       ,Bihar,726382,1197.7,3.186388889
Maize,2008,Summer     ,Bihar,615797,1197.7,3.203714286
Masoor,2008,Rabi       ,Bihar,132948,1197.7,0.757105263
Mesta,2008,Kharif     ,Bihar,165359,1197.7,8.0805
Moong(Green Gram),2008,Kharif     ,Bihar,5609,1197.7,0.674411765
Moong(Green Gram),2008,Summer     ,Bihar,108935,1197.7,0.639428571
Onion,2008,Whole Year ,Bihar,137545,1197.7,8.775714286
Other  Rabi pulses,2008,Rabi       ,Bihar,3082,1197.7,0.755217391
Other Kharif pulses,2008,Kharif     ,Bihar,672,1197.7,0.604210526
Peas & beans (Pulses),2008,Rabi       ,Bihar,22865,1197.7,0.957567568
Potato,2008,Kharif     ,Bihar,452453,1197.7,7.518157895
Potato,2008,Rabi       ,Bihar,488043,1197.7,5.246486486
Ragi,2008,Kharif     ,Bihar,9296,1197.7,0.782307692
Rapeseed &Mustard,2008,Rabi       ,Bihar,81831,1197.7,0.99
Rice,2008,Autumn     ,Bihar,727414,1197.7,1.230344828
Rice,2008,Summer     ,Bihar,178240,1197.7,1.641
Rice,2008,Winter     ,Bihar,4684328,1197.7,1.545789474
Safflower,2008,Rabi       ,Bihar,175,1197.7,0.815
Sannhamp,2008,Kharif     ,Bihar,14978,1197.7,6.622608696
Sesamum,2008,Kharif     ,Bihar,1844,1197.7,0.824482759
Small millets,2008,Kharif     ,Bihar,5898,1197.7,0.765769231
Sugarcane,2008,Whole Year ,Bihar,4959918,1197.7,38.28870968
Sunflower,2008,Rabi       ,Bihar,30646,1197.7,1.43037037
Sweet potato,2008,Kharif     ,Bihar,33058,1197.7,13.83166667
Sweet potato,2008,Rabi       ,Bihar,19474,1197.7,13.97842105
Turmeric,2008,Whole Year ,Bihar,3027,1197.7,1.153
Urad,2008,Kharif     ,Bihar,17980,1197.7,0.747352941
Wheat,2008,Rabi       ,Bihar,4413017,1197.7,1.984473684
Arhar/Tur,2008,Kharif     ,Chhattisgarh,28660,1117.9,0.562777778
Bajra,2008,Kharif     ,Chhattisgarh,48,1117.9,0.3775
Bajra,2008,Whole Year ,Chhattisgarh,10811,1117.9,33.81733333
Barley,2008,Rabi       ,Chhattisgarh,2861,1117.9,0.958571429
Castor seed,2008,Kharif     ,Chhattisgarh,12,1117.9,0.218333333
Coconut ,2008,Kharif     ,Chhattisgarh,0,1117.9,0
Coriander,2008,Whole Year ,Chhattisgarh,865,1117.9,0.580588235
Cotton(lint),2008,Kharif     ,Chhattisgarh,32,1117.9,1.25
Dry chillies,2008,Whole Year ,Chhattisgarh,3190,1117.9,0.508333333
Garlic,2008,Whole Year ,Chhattisgarh,2372,1117.9,2.917692308
Ginger,2008,Whole Year ,Chhattisgarh,2107,1117.9,1.2475
Gram,2008,Rabi       ,Chhattisgarh,190337,1117.9,0.787777778
Groundnut,2008,Kharif     ,Chhattisgarh,37747,1117.9,1.334705882
Horse-gram,2008,Kharif     ,Chhattisgarh,15504,1117.9,0.288888889
Horse-gram,2008,Rabi       ,Chhattisgarh,616,1117.9,0.270909091
Jowar,2008,Kharif     ,Chhattisgarh,6270,1117.9,1.261111111
Khesari,2008,Rabi       ,Chhattisgarh,211087,1117.9,0.373125
Linseed,2008,Rabi       ,Chhattisgarh,12997,1117.9,0.2925
Maize,2008,Kharif     ,Chhattisgarh,139844,1117.9,1.263888889
Masoor,2008,Rabi       ,Chhattisgarh,4997,1117.9,0.32
Mesta,2008,Kharif     ,Chhattisgarh,2720,1117.9,2.020666667
Moong(Green Gram),2008,Kharif     ,Chhattisgarh,2423,1117.9,0.252222222
Moong(Green Gram),2008,Rabi       ,Chhattisgarh,1559,1117.9,0.232142857
Niger seed,2008,Kharif     ,Chhattisgarh,12697,1117.9,0.176875
Onion,2008,Whole Year ,Chhattisgarh,22242,1117.9,5.273125
Other  Rabi pulses,2008,Rabi       ,Chhattisgarh,431,1117.9,0.225625
Other Kharif pulses,2008,Kharif     ,Chhattisgarh,1743,1117.9,0.233888889
Peas & beans (Pulses),2008,Rabi       ,Chhattisgarh,6089,1117.9,0.34125
Potato,2008,Kharif     ,Chhattisgarh,2668,1117.9,1.342857143
Potato,2008,Rabi       ,Chhattisgarh,42582,1117.9,4.63
Ragi,2008,Kharif     ,Chhattisgarh,2550,1117.9,0.2725
Rapeseed &Mustard,2008,Rabi       ,Chhattisgarh,19720,1117.9,0.354444444
Rice,2008,Kharif     ,Chhattisgarh,4707499,1117.9,1.198333333
Safflower,2008,Rabi       ,Chhattisgarh,191,1117.9,0.29875
Sannhamp,2008,Whole Year ,Chhattisgarh,482,1117.9,0.301176471
Sesamum,2008,Kharif     ,Chhattisgarh,6081,1117.9,0.298333333
Small millets,2008,Kharif     ,Chhattisgarh,34383,1117.9,0.199444444
Soyabean,2008,Kharif     ,Chhattisgarh,79859,1117.9,1.242857143
Sugarcane,2008,Whole Year ,Chhattisgarh,22230,1117.9,2.77875
Sunflower,2008,Kharif     ,Chhattisgarh,1875,1117.9,0.341176471
Sweet potato,2008,Whole Year ,Chhattisgarh,14161,1117.9,5.593888889
Tobacco,2008,Whole Year ,Chhattisgarh,14,1117.9,0.506666667
Turmeric,2008,Whole Year ,Chhattisgarh,785,1117.9,0.975625
Urad,2008,Kharif     ,Chhattisgarh,31280,1117.9,0.298888889
Urad,2008,Rabi       ,Chhattisgarh,1146,1117.9,0.236153846
Wheat,2008,Rabi       ,Chhattisgarh,97424,1117.9,1.15
Arhar/Tur,2008,Kharif     ,Gujarat,262700,746.1,0.97
Bajra,2008,Kharif     ,Gujarat,535200,746.1,1.25952381
Bajra,2008,Summer     ,Gujarat,426100,746.1,2.4865
Banana,2008,Whole Year ,Gujarat,2002900,746.1,72.95916667
Castor seed,2008,Kharif     ,Gujarat,851700,746.1,2.020434783
Cotton(lint),2008,Kharif     ,Gujarat,7013800,746.1,3.120434783
Dry chillies,2008,Whole Year ,Gujarat,6700,746.1,0.96
Garlic,2008,Whole Year ,Gujarat,198800,746.1,5.214
Gram,2008,Rabi       ,Gujarat,176800,746.1,1.006923077
Groundnut,2008,Kharif     ,Gujarat,2456000,746.1,1.3696
Groundnut,2008,Summer     ,Gujarat,204900,746.1,1.8025
Guar seed,2008,Whole Year ,Gujarat,52700,746.1,0.506666667
Jowar,2008,Kharif     ,Gujarat,165300,746.1,1.2955
Jowar,2008,Rabi       ,Gujarat,42900,746.1,0.9475
Maize,2008,Kharif     ,Gujarat,602600,746.1,1.478333333
Moong(Green Gram),2008,Kharif     ,Gujarat,70100,746.1,0.454
Moth,2008,Kharif     ,Gujarat,10900,746.1,0.321875
Onion,2008,Rabi       ,Gujarat,1502800,746.1,26.605
Other  Rabi pulses,2008,Rabi       ,Gujarat,8500,746.1,0.740714286
Other Cereals,2008,Kharif     ,Gujarat,7100,746.1,0.64
Other Cereals,2008,Rabi       ,Gujarat,41100,746.1,1.185
Other Kharif pulses,2008,Kharif     ,Gujarat,16200,746.1,0.594285714
Potato,2008,Whole Year ,Gujarat,1171400,746.1,20.86636364
Ragi,2008,Kharif     ,Gujarat,20000,746.1,1.0925
Rapeseed &Mustard,2008,Rabi       ,Gujarat,334300,746.1,1.115
Rice,2008,Kharif     ,Gujarat,1225500,746.1,1.615294118
Rice,2008,Summer     ,Gujarat,77400,746.1,2.921111111
Sesamum,2008,Kharif     ,Gujarat,84900,746.1,0.342857143
Sugarcane,2008,Whole Year ,Gujarat,15512000,746.1,70.62176471
Tobacco,2008,Kharif     ,Gujarat,70100,746.1,1.37875
Urad,2008,Kharif     ,Gujarat,64100,746.1,0.6692
Wheat,2008,Rabi       ,Gujarat,2592600,746.1,2.349615385
Arhar/Tur,2008,Kharif     ,Haryana,35800,715.6,0.73
Bajra,2008,Kharif     ,Haryana,1087000,715.6,1.94
Barley,2008,Rabi       ,Haryana,185000,715.6,2.301428571
Castor seed,2008,Kharif     ,Haryana,2100,715.6,0.8775
Coriander,2008,Whole Year ,Haryana,800,715.6,0.28625
Cotton(lint),2008,Kharif     ,Haryana,1862000,715.6,1.7835
Dry chillies,2008,Whole Year ,Haryana,14500,715.6,7.445625
Garlic,2008,Whole Year ,Haryana,3100,715.6,2.916666667
Gram,2008,Rabi       ,Haryana,129000,715.6,0.617
Groundnut,2008,Kharif     ,Haryana,1400,715.6,0.678333333
Horse-gram,2008,Kharif     ,Haryana,200,715.6,0.2725
Jowar,2008,Kharif     ,Haryana,44000,715.6,0.497857143
Maize,2008,Kharif     ,Haryana,25200,715.6,1.152222222
Masoor,2008,Rabi       ,Haryana,3600,715.6,0.639285714
Moong(Green Gram),2008,Kharif     ,Haryana,6500,715.6,0.197777778
Moth,2008,Kharif     ,Haryana,600,715.6,0.154285714
Onion,2008,Whole Year ,Haryana,37400,715.6,178.6530769
Peas & beans (Pulses),2008,Rabi       ,Haryana,900,715.6,0.553636364
Potato,2008,Whole Year ,Haryana,258600,715.6,19.08769231
Rapeseed &Mustard,2008,Rabi       ,Haryana,894900,715.6,1.947619048
Rice,2008,Kharif     ,Haryana,3299000,715.6,2.569
Sannhamp,2008,Whole Year ,Haryana,100,715.6,0.146363636
Sesamum,2008,Kharif     ,Haryana,1300,715.6,0.157
Sugarcane,2008,Whole Year ,Haryana,5242000,715.6,49.621
Sunflower,2008,Rabi       ,Haryana,11800,715.6,1.646666667
Sweet potato,2008,Whole Year ,Haryana,1500,715.6,12.0625
Turmeric,2008,Whole Year ,Haryana,500,715.6,5.2725
Urad,2008,Kharif     ,Haryana,1000,715.6,0.258181818
Wheat,2008,Rabi       ,Haryana,11360000,715.6,4.437142857
Arhar/Tur,2008,Kharif     ,Himachal Pradesh,2,1357.1,0.193333333
Bajra,2008,Kharif     ,Himachal Pradesh,113,1357.1,0.622
Barley,2008,Rabi       ,Himachal Pradesh,20447,1357.1,0.923636364
Coriander,2008,Rabi       ,Himachal Pradesh,19,1357.1,0.165714286
Cotton(lint),2008,Kharif     ,Himachal Pradesh,21,1357.1,0.48
Dry chillies,2008,Kharif     ,Himachal Pradesh,199,1357.1,0.266
Garlic,2008,Rabi       ,Himachal Pradesh,1246,1357.1,0.527777778
Gram,2008,Rabi       ,Himachal Pradesh,290,1357.1,0.324444444
Groundnut,2008,Kharif     ,Himachal Pradesh,66,1357.1,0.91
Horse-gram,2008,Kharif     ,Himachal Pradesh,868,1357.1,0.349
Linseed,2008,Rabi       ,Himachal Pradesh,148,1357.1,0.165
Maize,2008,Kharif     ,Himachal Pradesh,676644,1357.1,2.304166667
Masoor,2008,Rabi       ,Himachal Pradesh,215,1357.1,0.468888889
Moong(Green Gram),2008,Kharif     ,Himachal Pradesh,45,1357.1,0.32
Moth,2008,Kharif     ,Himachal Pradesh,7,1357.1,0.206666667
Onion,2008,Rabi       ,Himachal Pradesh,4611,1357.1,5.795
Other Kharif pulses,2008,Kharif     ,Himachal Pradesh,689,1357.1,0.358333333
Peas & beans (Pulses),2008,Kharif     ,Himachal Pradesh,1116,1357.1,1.17
Peas & beans (Pulses),2008,Rabi       ,Himachal Pradesh,11461,1357.1,1.122727273
Potato,2008,Kharif     ,Himachal Pradesh,78928,1357.1,11.051
Potato,2008,Rabi       ,Himachal Pradesh,24702,1357.1,4.299
Ragi,2008,Kharif     ,Himachal Pradesh,2442,1357.1,0.958571429
Rapeseed &Mustard,2008,Rabi       ,Himachal Pradesh,2373,1357.1,0.32
Rice,2008,Kharif     ,Himachal Pradesh,118277,1357.1,1.6
Sannhamp,2008,Kharif     ,Himachal Pradesh,1,1357.1,0.1
Sesamum,2008,Kharif     ,Himachal Pradesh,1160,1357.1,0.335555556
Small millets,2008,Kharif     ,Himachal Pradesh,4294,1357.1,0.677142857
Soyabean,2008,Kharif     ,Himachal Pradesh,1235,1357.1,1.577142857
Sugarcane,2008,Kharif     ,Himachal Pradesh,53068,1357.1,15.18142857
Turmeric,2008,Kharif     ,Himachal Pradesh,110,1357.1,0.54875
Urad,2008,Kharif     ,Himachal Pradesh,4576,1357.1,0.517272727
Wheat,2008,Rabi       ,Himachal Pradesh,381180,1357.1,1.080833333
Arhar/Tur,2008,Kharif     ,Madhya Pradesh,243398,895,0.712
Bajra,2008,Kharif     ,Madhya Pradesh,260504,895,1.122
Banana,2008,Whole Year ,Madhya Pradesh,397231,895,33.19923077
Barley,2008,Rabi       ,Madhya Pradesh,103771,895,1.566410256
Castor seed,2008,Kharif     ,Madhya Pradesh,504,895,0.293125
Coriander,2008,Whole Year ,Madhya Pradesh,59075,895,0.348297872
Cotton(lint),2008,Kharif     ,Madhya Pradesh,143451,895,0.199047619
Garlic,2008,Whole Year ,Madhya Pradesh,207441,895,3.0538
Gram,2008,Rabi       ,Madhya Pradesh,2811626,895,0.9016
Groundnut,2008,Kharif     ,Madhya Pradesh,235046,895,0.997291667
Horse-gram,2008,Kharif     ,Madhya Pradesh,7406,895,0.323846154
Horse-gram,2008,Rabi       ,Madhya Pradesh,54,895,0.28
Jowar,2008,Kharif     ,Madhya Pradesh,580960,895,1.2454
Jowar,2008,Rabi       ,Madhya Pradesh,3177,895,1.74
Khesari,2008,Rabi       ,Madhya Pradesh,38829,895,0.672413793
Linseed,2008,Rabi       ,Madhya Pradesh,45022,895,0.622340426
Maize,2008,Kharif     ,Madhya Pradesh,1131782,895,1.2356
Masoor,2008,Rabi       ,Madhya Pradesh,263930,895,0.46787234
Niger seed,2008,Kharif     ,Madhya Pradesh,23010,895,0.239230769
Onion,2008,Whole Year ,Madhya Pradesh,582438,895,12.0858
Peas & beans (Pulses),2008,Rabi       ,Madhya Pradesh,99172,895,0.4734
Potato,2008,Whole Year ,Madhya Pradesh,649826,895,11.0325
Ragi,2008,Kharif     ,Madhya Pradesh,138,895,0.224
Rapeseed &Mustard,2008,Rabi       ,Madhya Pradesh,798644,895,0.796458333
Rice,2008,Kharif     ,Madhya Pradesh,1571103,895,0.911020408
Safflower,2008,Rabi       ,Madhya Pradesh,57,895,0.227142857
Sannhamp,2008,Kharif     ,Madhya Pradesh,1508,895,0.370454545
Sesamum,2008,Whole Year ,Madhya Pradesh,101422,895,0.4182
Small millets,2008,Whole Year ,Madhya Pradesh,83744,895,0.287777778
Soyabean,2008,Kharif     ,Madhya Pradesh,5915097,895,0.978163265
Sugarcane,2008,Whole Year ,Madhya Pradesh,2381030,895,31.97541667
Sunflower,2008,Kharif     ,Madhya Pradesh,174,895,0.358461538
Sweet potato,2008,Whole Year ,Madhya Pradesh,20770,895,5.977446809
Tobacco,2008,Whole Year ,Madhya Pradesh,92,895,0.52
Turmeric,2008,Whole Year ,Madhya Pradesh,582,895,0.978965517
Urad,2008,Kharif     ,Madhya Pradesh,194838,895,0.3522
Urad,2008,Rabi       ,Madhya Pradesh,2028,895,0.226470588
Wheat,2008,Rabi       ,Madhya Pradesh,7272210,895,1.764
Arhar/Tur,2008,Kharif     ,Maharashtra,605000,1052.8,0.5575
Bajra,2008,Kharif     ,Maharashtra,661900,1052.8,0.642727273
Castor seed,2008,Kharif     ,Maharashtra,2700,1052.8,0.254
Cotton(lint),2008,Kharif     ,Maharashtra,4752300,1052.8,1.516296296
Gram,2008,Rabi       ,Maharashtra,773900,1052.8,0.66483871
Groundnut,2008,Kharif     ,Maharashtra,257500,1052.8,0.7352
Groundnut,2008,Summer     ,Maharashtra,94000,1052.8,1.39483871
Jowar,2008,Kharif     ,Maharashtra,984800,1052.8,1.185384615
Jowar,2008,Rabi       ,Maharashtra,2367200,1052.8,0.8396
Linseed,2008,Rabi       ,Maharashtra,7900,1052.8,0.263333333
Maize,2008,Kharif     ,Maharashtra,1323000,1052.8,1.992222222
Maize,2008,Rabi       ,Maharashtra,206700,1052.8,2.3832
Maize,2008,Summer     ,Maharashtra,14500,1052.8,1.381
Moong(Green Gram),2008,Kharif     ,Maharashtra,106000,1052.8,0.391818182
Niger seed,2008,Kharif     ,Maharashtra,10300,1052.8,0.446666667
Other  Rabi pulses,2008,Rabi       ,Maharashtra,40500,1052.8,0.41
Other Kharif pulses,2008,Kharif     ,Maharashtra,27900,1052.8,0.323548387
Ragi,2008,Kharif     ,Maharashtra,125000,1052.8,0.921666667
Rapeseed &Mustard,2008,Rabi       ,Maharashtra,2100,1052.8,0.426190476
Rice,2008,Kharif     ,Maharashtra,2234300,1052.8,1.170740741
Rice,2008,Summer     ,Maharashtra,53200,1052.8,2.421111111
Safflower,2008,Rabi       ,Maharashtra,105200,1052.8,0.5495
Sesamum,2008,Kharif     ,Maharashtra,13600,1052.8,0.47125
Sesamum,2008,Rabi       ,Maharashtra,700,1052.8,0.643333333
Small millets,2008,Kharif     ,Maharashtra,34100,1052.8,0.457586207
Small millets,2008,Rabi       ,Maharashtra,2700,1052.8,0.618
Soyabean,2008,Kharif     ,Maharashtra,1839900,1052.8,0.890714286
Sugarcane,2008,Whole Year ,Maharashtra,60648300,1052.8,65.53407407
Sunflower,2008,Kharif     ,Maharashtra,58000,1052.8,0.565714286
Sunflower,2008,Rabi       ,Maharashtra,91800,1052.8,0.647083333
Sunflower,2008,Summer     ,Maharashtra,5400,1052.8,1.05
Urad,2008,Kharif     ,Maharashtra,99900,1052.8,0.461515152
Wheat,2008,Rabi       ,Maharashtra,1516400,1052.8,1.431666667
Arhar/Tur,2008,Kharif     ,Manipur,587,1134.8,1.135555556
Banana,2008,Whole Year ,Manipur,64424,1134.8,12.91
Cowpea(Lobia),2008,Kharif     ,Manipur,1019,1134.8,1.128888889
Dry chillies,2008,Whole Year ,Manipur,59169,1134.8,7.482222222
Ginger,2008,Kharif     ,Manipur,24794,1134.8,11.79555556
Gram,2008,Rabi       ,Manipur,457,1134.8,0.845555556
Groundnut,2008,Kharif     ,Manipur,2341,1134.8,0.73
Maize,2008,Kharif     ,Manipur,32250,1134.8,1.724444444
Maize,2008,Rabi       ,Manipur,3130,1134.8,1.467777778
Masoor,2008,Rabi       ,Manipur,377,1134.8,0.836666667
Moong(Green Gram),2008,Kharif     ,Manipur,474,1134.8,1.133333333
Other  Rabi pulses,2008,Rabi       ,Manipur,3910,1134.8,0.83
Other Kharif pulses,2008,Kharif     ,Manipur,1463,1134.8,1.134444444
Peas & beans (Pulses),2008,Rabi       ,Manipur,12869,1134.8,0.842222222
Potato,2008,Whole Year ,Manipur,108000,1134.8,8.165555556
Rapeseed &Mustard,2008,Rabi       ,Manipur,20000,1134.8,0.78
Rice,2008,Kharif     ,Manipur,518250,1134.8,2.134444444
Soyabean,2008,Kharif     ,Manipur,3809,1134.8,0.743333333
Sugarcane,2008,Whole Year ,Manipur,298000,1134.8,59.26444444
Turmeric,2008,Whole Year ,Manipur,9884,1134.8,11.77666667
Urad,2008,Kharif     ,Manipur,1609,1134.8,1.135555556
Wheat,2008,Rabi       ,Manipur,5120,1134.8,2.495
Arhar/Tur,2008,Kharif     ,Nagaland,3030,1540.9,0.951818182
Cardamom,2008,Kharif     ,Nagaland,150,1540.9,0.35875
Cotton(lint),2008,Kharif     ,Nagaland,60,1540.9,0.53
Dry chillies,2008,Kharif     ,Nagaland,3130,1540.9,1.258181818
Ginger,2008,Kharif     ,Nagaland,41520,1540.9,9.490909091
Gram,2008,Rabi       ,Nagaland,200,1540.9,0.855
Groundnut,2008,Kharif     ,Nagaland,740,1540.9,0.964
Jowar,2008,Kharif     ,Nagaland,130,1540.9,0.874
Jute,2008,Kharif     ,Nagaland,4520,1540.9,1.916
Linseed,2008,Rabi       ,Nagaland,4360,1540.9,0.739090909
Maize,2008,Kharif     ,Nagaland,113760,1540.9,1.802727273
Maize,2008,Rabi       ,Nagaland,2160,1540.9,1.91
Masoor,2008,Rabi       ,Nagaland,880,1540.9,0.705
Moong(Green Gram),2008,Kharif     ,Nagaland,250,1540.9,0.5625
Other  Rabi pulses,2008,Rabi       ,Nagaland,710,1540.9,0.623333333
Other Kharif pulses,2008,Kharif     ,Nagaland,1260,1540.9,0.878181818
Peas & beans (Pulses),2008,Kharif     ,Nagaland,2990,1540.9,1.39
Peas & beans (Pulses),2008,Rabi       ,Nagaland,8860,1540.9,1.356363636
Potato,2008,Kharif     ,Nagaland,35790,1540.9,12.38272727
Potato,2008,Rabi       ,Nagaland,33350,1540.9,12.29
Rapeseed &Mustard,2008,Rabi       ,Nagaland,26620,1540.9,0.995454545
Rice,2008,Kharif     ,Nagaland,345090,1540.9,1.964545455
Sesamum,2008,Kharif     ,Nagaland,2880,1540.9,0.575454545
Small millets,2008,Kharif     ,Nagaland,11340,1540.9,0.943333333
Soyabean,2008,Kharif     ,Nagaland,36680,1540.9,1.511818182
Sugarcane,2008,Kharif     ,Nagaland,185760,1540.9,43.01454545
Sunflower,2008,Kharif     ,Nagaland,240,1540.9,0.797
Tapioca,2008,Kharif     ,Nagaland,36880,1540.9,23.06
Turmeric,2008,Kharif     ,Nagaland,3600,1540.9,4.312727273
Urad,2008,Rabi       ,Nagaland,180,1540.9,0.714
Wheat,2008,Rabi       ,Nagaland,2070,1540.9,1.502222222
Arhar/Tur,2008,Kharif     ,Punjab,5700,691.3,0.965
Bajra,2008,Kharif     ,Punjab,5000,691.3,1
Barley,2008,Rabi       ,Punjab,55000,691.3,3.4
Cotton(lint),2008,Kharif     ,Punjab,2285000,691.3,4.371818182
Gram,2008,Rabi       ,Punjab,3400,691.3,1.1375
Groundnut,2008,Kharif     ,Punjab,2500,691.3,0.876666667
Guar seed,2008,Kharif     ,Punjab,22200,691.3,0.985
Jowar,2008,Kharif     ,Punjab,100,691.3,1
Linseed,2008,Rabi       ,Punjab,100,691.3,1
Maize,2008,Kharif     ,Punjab,514000,691.3,3.419230769
Masoor,2008,Rabi       ,Punjab,600,691.3,0.693333333
Moong(Green Gram),2008,Kharif     ,Punjab,7900,691.3,0.900769231
Peas & beans (Pulses),2008,Rabi       ,Punjab,2300,691.3,0.964285714
Rapeseed &Mustard,2008,Rabi       ,Punjab,33000,691.3,1.16125
Rice,2008,Kharif     ,Punjab,11000000,691.3,3.9855
Sesamum,2008,Kharif     ,Punjab,2800,691.3,0.2775
Urad,2008,Kharif     ,Punjab,1400,691.3,0.491428571
Wheat,2008,Rabi       ,Punjab,15733000,691.3,4.5035
Arhar/Tur,2008,Kharif     ,Tripura,719,1827.8,0.7325
Cotton(lint),2008,Kharif     ,Tripura,1424,1827.8,1.435
Gram,2008,Rabi       ,Tripura,88,1827.8,1.02
Groundnut,2008,Kharif     ,Tripura,312,1827.8,1.1325
Groundnut,2008,Rabi       ,Tripura,228,1827.8,1.1825
Jute,2008,Kharif     ,Tripura,3665,1827.8,8.0625
Maize,2008,Kharif     ,Tripura,2046,1827.8,0.99
Masoor,2008,Rabi       ,Tripura,268,1827.8,0.82
Mesta,2008,Kharif     ,Tripura,5026,1827.8,7.905
Moong(Green Gram),2008,Kharif     ,Tripura,204,1827.8,0.52
Moong(Green Gram),2008,Rabi       ,Tripura,135,1827.8,0.635
Other  Rabi pulses,2008,Rabi       ,Tripura,843,1827.8,0.86
